text,sentiment,,
"These picks are nice and thin, just what I was looking for in a pick.  They seem durable so far and the light color makes them easy to see when you drop one or set it down.  I'm satisfied with these picks.",positive,,
"This picks are comfortable, nice quality. They'll get dirty as they are cream (or white as I see) but worth it!! Wanna play fast? take these n try em out",positive,,
These picks have just the right amount of give to really make strumming sound nice and clean. Very forgiving on technique also. Great for beginners.,positive,,
"I only use Dunlops. For a number of reasons. First, the texture of the plastic gives a good sound, and easier to hold on to. Second, the ""grippy"" texture they put on them makes them easier to hold on to. Thirdly, they make many sizes, for all the right occasions. Two thumbs up! Use these for general acoustic guitar strumming, they are not too thin and not too thick. I use the .60mm, .48mm, and .38mm. sizes.",positive,,
"i purchased the .38mm and these (.46mm).  after using the .38mm and learning how to use the pick now i feel better using these.  i like the small amount of texture provided in the grip area.  not too much, but at least something.",positive,,
"Normally I prefer a harder pick but I switch to these after 9pm when playing my acoustic guitar to keep the peace with the neighbors. These super light flexible nylon picks are great if you're trying to play quietly. If you prefer a flexible, softer pick as many people do these are also excellent for your regular go to pick.",positive,,
ive been using dunlop nylon standard picks since the early 80s. they have never let me down. very comfortable in the hand.,positive,,
I'm not sure what else to say. The picks work well and they don't wear out easily. I like these because they have a nice grip and when my fingers get sweaty they don't slide out.,positive,,
"the are last forever! much better than plastic ones, especially if you stay in the light thickens.  TH ANK you!",positive,,
"The .6 MM pick has just the right amount of flexibility without flapping around like thinner picks. And the dunlop nylon standard is my first choice for mountain dulcimer playing. I know people use yogurt containers, credit cards, bird feathers and even coffee stirrers for picks, but for me, the consistency of the Dunlop pick can't be beaten. And the price is right, too!",positive,,
"I only use Dunlops. For a number of reasons. First, the texture of the plastic gives a good sound, and easier to hold on to. Second, the ""grippy"" texture they put on them makes them easier to hold on to. Thirdly, they make many sizes, for all the right occasions. Two thumbs up!",positive,,
