Review,Senti
"Took class years ago, using this as a refresher before starting a cake. Sometimes a video is faster than a book. Happy with Wilton items. Came fast .Stores don't carry video.",positive
Itr was fine  I was hoping for more  but it was as promisedI was purchased as a gift and they enjoy it,positive
This  book is good for some one that has taken the Wilton class it has some useful  Tips  not really what I wanted yet it's not bad it can be useful,positive
What a great book to help you get started on learning to decorate cakes. Very usful! Highly recommend buying this!,positive
If you've ever looked through a Wilton year book and said &#34;I want to make that cake&#34; then you need this pattern book too!  This book includes patterns for many of the cakes in the yearbook.,positive
I am trying my best to get into FONDANT and THIS book has motivated me to try harder and harder.  It has already paid for itself and has brought me back into the world of making family cakes as opposed to spending a TON at the Bakery!  THANK YOU for a wonderful book!,positive
"This short-but-sweet (ha) book gives all the basic information you need to get started with cake decorating.  It shows how to make a number of shapes with the icing, an icing recipe, and has lots of helpful illustrations.  Between this book and how-to videos found online, you could probably get enough information to be able to make pretty cakes without having to attend lessons.",positive
"Good guide for beginners.  Helpful resource.  Clear pictures and instructions.  If you can learn from just looking at a page on a book with a few written details, it will teach you without expensive classes.  But if you are using in addition to the class, all good too.  Keep it handy to look back at once in a while as a resource.",positive
I got this book for my daughter as the local craft store wouldn't let her take this class unless she took the other two first which she doesn't need. The book is full of color pictures so very well illustrated and the directions are clear and easy to follow. I also bought the class kit to go with it and it works great. would recommend for people wanting to learn how to do this on their own at home without a class.,positive
"I needed this for my third Wilton's class, and it was cheaper on Amazon.com than in the store. It's part of the curriculum, so it's required. Whether it is good for skill development or not, I take my classes very seriously, and get alot out of them. I also believe in checking prices everywhere for the class supplies. Amazon was cheapest, and I received it in 2 days, free shipping, Amazon prime.",positive
I really like all the helpful information in this book. It even has a recipe to make your own buttercream icing. I'm glad I purchased this item on amazon.com,positive
This is a small simple book but tons of basic information on baking. I really loved the graphs regarding the piping tips - I have so many of them but never knew what exactly do they do. So that was really nice to figure out everything on the chart with the pipe tip number!,positive
